"asin","product_avg_ratings","price","main_cat","rank"
"B001U2P16U",4.93333333333333,22.7,"0",143719
"B001U3RK4A",5,22.22,"0",2096910
"B001U3Y9GW",3.29166666666667,11.47,"0",1811588
"B001U4RGOS",3.0952380952381,1,"0",562858
"B001U587EA",5,27.5,"1",218187
"B001U788HO",4,9.93,"0",1873393
"B001U9M2EW",4.7,34.99,"1",10152
"B001UC6E2K",4.56410256410256,69.99,"0",326629
"B001UFJPPK",5,15.99,"0",2847223
"B001UHN0FE",3.82462686567164,49.99,"1",66225
"B001UHN0I6",4.30135135135135,79.99,"1",83554
"B001UHN0JA",4.25707257072571,139.95,"1",10256
"B001UI4DJA",4.59259259259259,23.66,"0",17128
"B001UJGF3Q",4.26923076923077,65,"0",50274
"B001ULAKGW",4.57142857142857,35,"1",288055
"B001UMIQMG",5,179.99,"0",1904848
"B001UO32ZK",4,20.01,"0",1925861
"B001UPBRKG",3.83333333333333,38,"1",236199
"B001UPFP3Q",4.66666666666667,24,"1",88024
"B001UPG332",5,22.95,"1",159606
"B001UPM2G4",3.42857142857143,22.95,"1",160346
"B001URYGXY",4.08695652173913,24,"1",135539
"B001UYT0S8",2,5.91,"0",449794
"B001V3Y3R6",4.88888888888889,40,"0",145757
"B001V5NWIA",4,129,"0",752077
"B001V82TUY",5,29.5,"0",1625823
"B001V9DHHM",4.06666666666667,7.44,"0",171009
"B001V9FPHM",4.79638009049774,10.2,"0",30248
"B001V9LATY",4.5,20.91,"0",686892
"B001V9LAVM",4,8.95,"0",801299
"B001V9MLCE",5,6.88,"0",925292
"B001VBQ330",3.66666666666667,55.99,"0",1727319
"B001VBYVU2",3,12.99,"0",1173844
"B001VDEPNS",2,8.75,"0",1096661
"B001VEC7KU",2,23.94,"1",826125
"B001VEH6Z6",4,27.95,"0",584143
"B001VFL89U",4.83333333333333,29.95,"0",306334
"B001VGBN58",3.66666666666667,6,"1",102461
"B001VGG5UG",4.5,8.95,"0",770880
"B001VGGNZI",3.36363636363636,6,"1",70379
"B001VJFB4E",5,175.5,"0",921923
"B001VJVP0S",3.96581196581197,24,"1",7832
"B001VJXL0U",4.69565217391304,20,"1",68253
"B001VJXLUU",3,30,"1",510697
"B001VJZEXW",4.5,18,"1",93492
"B001VMQQPY",4.33333333333333,16,"1",156497
"B001VNC9ZE",1,11.22,"0",2432460
"B001VO1R74",4.30434782608696,7.5,"1",25833
"B001W12MQ6",4.140625,62,"1",19408
"B001W7CRCE",3.66666666666667,15,"0",281867
"B001WBS68E",4.64545454545455,28,"1",34374
"B001XZF8JY",4.48979591836735,46,"1",34727
"B001Y5W6QQ",5,33.06,"0",963504
"B001YI92AQ",4.38235294117647,16.78,"0",256568
"B001YPSAF2",4.09302325581395,28,"1",326881
"B001ZSMOJG",4.2258064516129,42,"0",32342
"B001ZVFZ12",4,128,"1",456169
"B0020100FM",4.75,9.99,"0",805724
"B00203IOHQ",4.07142857142857,49,"1",12657
"B00203IOR6",4.29032258064516,63,"1",48460
"B00203IOTO",3.6,55,"1",61640
"B00203KOV0",4.25,54,"1",65964
"B00203KOYM",4.41558441558442,42,"1",11325
"B00203KP6Y",4.48275862068965,42,"1",19016
"B00203KP8C",4.12272727272727,38,"1",7004
"B00203KPDC",4.48,69,"1",8638
"B00203KPE6",3.91666666666667,44,"1",23817
"B00203KPGY",4.33333333333333,39,"1",16320
"B00203KPJ6",4.04545454545455,39,"1",50521
"B00203MP9E",4.24803149606299,44.66,"1",2991
"B00203MPJY",4.13461538461539,48,"1",3643
"B00203Q9B4",4.42592592592593,52,"1",3941
"B00203Q9FK",3.89622641509434,42,"1",10538
"B00203SDQS",4.28057553956835,42,"1",6782
"B00203SE2G",4.36363636363636,42,"1",8880
"B00203SE76",3.18181818181818,52,"1",13915
"B00203UQB8",4.40972222222222,11.98,"1",11360
"B00206LDT4",4.33333333333333,17.3,"0",177184
"B0020MM7K2",4.59649122807018,15,"1",43346
"B0020MMD92",5,152,"1",356313
"B0020Z31S6",4.32971014492754,26,"0",77240
"B0021EV2C8",4.75675675675676,28,"1",116451
"B0021FI4TQ",4.31707317073171,28,"1",77387
"B0021IJFFU",4.06451612903226,5,"1",139892
"B0021Z1Y0C",5,6.82,"0",907662
"B00222Z6T4",5,25.47,"0",3050432
"B002299GTS",4.80434782608696,18.8,"0",325362
"B0022NHB50",5,19.09,"0",1034764
"B0022NHBFA",5,25.67,"0",1799507
"B0022Z5LIM",3,17.5,"1",26702
"B0023ASEAI",4.5,18.2,"1",186169
"B0023AX72I",4.375,18,"1",217280
"B0023SM6EA",4,11,"0",1451516
"B00248043O",4.5,12.99,"0",887456
"B0024GTLWQ",5,9.97,"0",2796236
"B0024GX1GS",4.14285714285714,5.37,"0",579903
"B0024JSA2K",3,16,"1",1263113
"B0024KI7JU",1,124.99,"0",3102724
"B0025PW1DW",4.71428571428571,27,"0",139257
"B0025YVBG6",4.632,11.9,"1",45045
"B00260GSB2",4.44,28,"1",64150
"B00260GSBW",4.10810810810811,34,"1",73878
"B00260GSC6",3.36,42,"1",378119
"B00260GSHG",4.25301204819277,59,"1",45370
"B00260GSHQ",4.6,40,"1",606053
"B00260GSK8",3.38095238095238,38,"1",175366
"B00260GSLC",4.53921568627451,39,"1",26296
"B00260GSLW",4.44444444444444,28,"1",350252
"B00260GSMG",4.2,55,"1",257421
"B00260GSOY",4.44444444444444,39,"1",136725
"B00260GSVC",3.95454545454545,46,"1",75993
"B00260GSVM",3.25,44,"1",383896
"B00260GSW6",4.55555555555556,45,"1",240543
"B002612JIM",3.91666666666667,29,"1",71659
"B002612K9K",4.47033898305085,21,"1",180632
"B002620W76",5,48.5,"0",1523576
"B002629TM0",4,38,"1",200367
"B0026341ZO",3.2,83.48,"1",623616
"B002640VP2",5,14.84,"0",1954101
"B00266QVX6",5,60,"1",124236
"B00266Z1WS",5,20.7,"0",1143338
"B002675TEW",3.25,15.98,"0",888960
"B00267EGLE",3.4,12.95,"0",351762
"B0026DE7NK",3.96296296296296,34,"0",554700
"B0026M9BLY",4.36363636363636,85,"1",1401975
"B0026PZMFK",4.85714285714286,43,"1",252486
"B0026TI6QI",5,7.99,"0",171590
"B0026TMWK4",3.70520231213873,8.06,"0",85752
"B002755ILW",4.17647058823529,24,"1",182681
"B0027583BO",4.15789473684211,84,"1",165890
"B0027583QE",4.31818181818182,148,"1",323517
"B00275N8BY",4.8,19.94,"0",553415
"B00276E3KS",4.16666666666667,27,"1",963573
"B002782HH2",3.61538461538462,20,"1",487227
"B0027AD1CK",4.53333333333333,62,"1",139322
"B0027AJFK2",3.94594594594595,48,"1",144699
"B0027BG0YK",4.81159420289855,46.69,"0",18406
"B0027I5MSS",4.56666666666667,12.89,"0",536530
"B0027MMK7A",3.22222222222222,51,"1",883397
"B0027UY3IG",4.48101265822785,32,"1",345197
"B0027VPNNO",4.30434782608696,35.01,"1",336658
"B0027Z0E52",2.5,32,"1",76994
"B0027ZEQJ2",5,49.99,"0",2989865
"B00280N2OG",5,33.66,"0",1407028
"B00282MGLO",4.3,35,"1",376488
"B00283MJZ6",4.66666666666667,86,"1",77640
"B00283TEJ0",5,38,"1",224664
"B00286CS5E",3.66666666666667,36.03,"0",376230
"B00288BX80",3,8.29,"0",1606578
"B00289DXL4",3.69230769230769,11.39,"0",697224
"B0028BDLTQ",4.26666666666667,160.76,"1",294400
"B0028D4PXU",3.86363636363636,40,"1",149119
"B0028OK8B2",4.19047619047619,15,"1",245220
"B0028PI3FY",4.66666666666667,39,"1",284848
"B0028PORIG",3.63157894736842,19,"1",324693
"B0028S0UJS",4,42,"1",334561
"B0028S6RJA",4.33333333333333,19,"1",43843
"B0028S6UD8",4.32258064516129,29,"1",149526
"B0028S8PY0",4.57142857142857,20,"1",222068
"B0028S8R48",4,8.72,"1",159070
"B0028XO2TW",5,28.07,"0",677061
"B00296SJOC",4.1,65,"1",279908
"B0029N1TL0",5,94.32,"0",1195906
"B0029PZ45A",3.33333333333333,45.45,"0",878753
"B0029RHE0Q",4.71518987341772,51.46,"1",186697
"B0029V9B6M",4.25,91.33,"0",105420
"B0029VAUA8",4.84615384615385,54,"1",60286
"B0029VAVSO",4,98,"1",420802
"B002A2RV58",4,10,"1",129048
"B002A8JO1Q",4.73757225433526,40.43,"1",4299
"B002A9JONI",4.04652644996813,26,"1",1074
"B002A9JPKU",4.30434782608696,59,"1",345670
"B002A9JPLE",4,28,"1",189724
"B002A9JR8U",3.58620689655172,26.95,"1",93731
"B002ABZW28",4.84615384615385,29.5,"1",249246
"B002AHF1J6",3.71428571428571,15,"1",71319
"B002AHQ19K",4.42857142857143,10,"1",48429
"B002AJ9XP2",5,9.87,"0",816049
"B002AJGKAS",4.72727272727273,15,"1",523972
"B002AKV34A",4.28571428571429,7.99,"0",739423
"B002AL0MZ0",4.4,6.68,"0",218996
"B002AMES72",4,9.95,"0",504040
"B002ANIXOA",5,19.2,"1",44862
"B002AOUT5U",4.25,91,"0",325171
"B002AQ42X8",5,21.8,"0",115930
"B002B5UVTW",5,19.99,"0",1325359
"B002B8DXTO",2,37,"1",125353
"B002BAT11G",3.98130841121495,53.99,"1",277564
"B002BAW6EK",4.13953488372093,51.99,"1",85213
"B002BDYB0Y",4.5,43.5,"1",53028
"B002BE1U7U",3.74545454545455,54.99,"1",84312
"B002BGHN4W",4.53846153846154,26,"1",142128
"B002BH3LBU",5,95,"1",420689
"B002BLLMRQ",4.11111111111111,21,"1",79542
"B002BTFQAW",3.52142857142857,18.99,"0",182078
"B002BU1TZ2",3.97297297297297,59.99,"1",22395
"B002BUJWA6",1,29.35,"0",2668010
"B002BUNJR8",5,115.13,"0",3377018
"B002BX3PPG",3.69565217391304,13.39,"0",36641
"B002BX53RE",5,14.99,"0",706863
"B002BXERFS",5,17.65,"0",1128514
"B002BYP25G",4.51587301587302,15,"1",34690
"B002C4IQSU",4.24489795918367,88.98,"1",153941
"B002C5E2EQ",3,76.43,"0",2547350
"B002C5E8NQ",5,19.22,"0",1969590
"B002C5EB8I",3,8.23,"0",739094
"B002C5VTLA",5,62.95,"0",1273226
"B002C780W4",4.52380952380952,20,"0",62808
"B002C7EN2U",4.08333333333333,5.96,"0",711995
"B002CC5DG0",3.88888888888889,18,"1",96063
"B002CC824U",4.5,22,"0",207967
"B002CI9TXW",3.4,15.99,"0",1500608
"B002CJ778U",4.53125,24,"1",145102
"B002CLZ6U4",4,68,"1",226552
"B002CML1VG",4.30659025787966,35.99,"1",2713
"B002CML1XE",4.39289805269187,29.99,"1",2865
"B002CMLHF6",4.434375,39.99,"1",12274
"B002CMLJM2",3.52747252747253,15.99,"1",10761
"B002CMLJMW",3.74489795918367,24,"1",8575
"B002CMLRX8",4.52040816326531,36.88,"0",15063
"B002CMSCJU",4.5,61.29,"0",98940
"B002COLXC6",5,43,"1",397019
"B002CPTPWK",3.39285714285714,8.54,"0",174099
"B002CSY8Z6",5,20,"0",402589
"B002CVTVV4",4.52702702702703,24.22,"0",345972
"B002CVTVVO",4.55357142857143,24.22,"0",345972
"B002CXPO7W",4.4537037037037,26,"1",69717
"B002D0S2VY",3.89473684210526,19.9,"1",75283
"B002D2F5BW",4.2620320855615,19,"1",10501
"B002D32HVM",4.79710144927536,34,"1",39399
"B002D48QI4",4.36363636363636,33,"1",10960
"B002D48QJ8",4.58181818181818,54,"1",38138
"B002D48QJI",4.29411764705882,50,"1",179541
"B002D48QK2",4.51724137931035,54,"1",48010
"B002D48QKW",4.59183673469388,50,"1",97733
"B002D48QLQ",4.1875,43,"1",186028
"B002D48QNE",3.90909090909091,42,"1",37253
"B002D48QR0",3.96534653465347,68,"1",34397
"B002D48QRA",4.10422535211268,33,"1",13085
"B002D48QRK",4.16118421052632,43,"1",15753
"B002D48QRU",4.20161290322581,54,"1",60786
"B002D48QSE",4.46195652173913,54,"1",46427
"B002D48QTS",4.58333333333333,38,"1",66815
"B002D48QUC",4.4773413897281,18.5,"1",2134
"B002D48QVG",4.43478260869565,32,"1",48196
"B002D48QVQ",4.18471337579618,38,"1",122985
"B002D48QWA",4.49397590361446,24,"1",8658
"B002D48QWK",4.11363636363636,32,"1",44887
"B002D48QYS",3.88888888888889,15,"1",52143
"B002D48QZC",4.09917355371901,16,"1",27520
"B002D48R06",4.51162790697674,10,"1",39658
"B002D48R0Q",4.55555555555556,34,"1",32096
"B002D48R2Y",4.11538461538461,37,"1",15420
"B002D48R5G",4.20588235294118,27,"1",13686
"B002D48R6A",3.90196078431373,18,"1",73307
"B002D4F754",4,69,"1",796796
"B002D4H0S6",4.42105263157895,10.53,"1",94034
"B002D4H6FS",4.58333333333333,45,"0",630516
"B002DF4DVM",1.66666666666667,2.93,"0",118396
"B002DG5N8S",4.33333333333333,28,"1",25918
"B002DGTI0M",4.43181818181818,15,"1",139299
"B002DHVAZW",4.36486486486486,10.83,"0",191972
"B002DI0T94",3.92307692307692,21,"1",42898
"B002DN6ZW4",3.33333333333333,23,"1",126069
"B002DP8D36",3.73493975903614,42,"1",55988
"B002DQY3J8",4.33333333333333,22,"1",875805
"B002DXVK88",1,23.99,"0",2588786
"B002DXXF54",4.4,18.89,"0",47996
"B002DYCUW2",4.41975308641975,15.99,"1",1893
"B002DZGIGA",3.64285714285714,10.5,"1",228454
"B002E0RWB4",2.6,5.21,"0",1182497
"B002E0YWQ2",5,97,"1",601803
"B002E1118I",5,87,"1",363847
"B002E2JYWC",4.5,8.99,"0",1614561
"B002E6YVG2",5,4.45,"0",1790601
"B002EA1F8A",3.8135593220339,30,"1",23464
"B002EA3K6A",4.3125,28,"1",22224
"B002EF0FAE",4.21686746987952,7.75,"0",141783
"B002EHQ3D0",4,8.71,"0",713122
"B002EJ6PWW",3.53846153846154,29.99,"1",372203
"B002EKCZZM",4.33333333333333,28,"1",92245
"B002ELYUNG",4.96666666666667,7.5,"0",117926
"B002EQQ11K",4.36641221374046,20,"1",17794
"B002ESKN4E",5,6.35,"0",1900050
"B002ESO6GU",4.1875,6.95,"0",755634
"B002ESOAAC",3.85714285714286,6.19,"0",1243785
"B002ESTFIE",5,5.95,"0",1760012
"B002EZOHYE",5,30.5,"1",60264
"B002F58PI2",4,5.99,"0",252890
"B002F5EESW",1,9.95,"0",1349823
"B002F6BX9Y",4.86363636363636,22.9,"1",27377
"B002F8F5P0",3.88888888888889,2.52,"0",956602
"B002F8FMBM",5,26.58,"0",369722
"B002FIZHTO",4.5,9.55,"1",146605
"B002FJ11UW",4.53863636363636,12,"1",581
"B002FOHBJW",3,21.79,"0",754805
"B002FRIYW2",4.58333333333333,9.29,"0",317190
"B002FTT10E",3,3,"1",115058
"B002FZJN56",3,70,"1",554254
"B002G8L0LC",4.2,17.09,"0",1193154
"B002GN4DRU",4.25,8.07,"0",1545634
"B002GP80EU",3.69166666666667,8.25,"0",611252
"B002GQ3FAI",4.11594202898551,49.95,"1",68554
"B002GYQ0FW",4.52112676056338,30,"1",12180
"B002GYXLPY",4.13253012048193,29,"1",47427
"B002GZKS8Q",3.375,82,"1",545414
"B002HEW7SK",4.65540540540541,23.95,"0",384060
"B002HG4JLQ",3.33898305084746,21.75,"0",219725
"B002HG7NX2",4.04166666666667,26,"1",54670
"B002HLZTWE",4.15,20,"1",20192
"B002HM1ONG",4.18493150684932,26,"1",52360
"B002HM1PH6",4,26,"1",86729
"B002HTQXMG",5,28.92,"0",975293
"B002HZ56AK",4.83333333333333,20,"0",1620696
"B002HZXWK6",4.44444444444444,28.47,"0",577224
"B002I7N4B0",4.71475409836066,34.5,"0",12262
"B002I9LJ74",3.25531914893617,16.5,"1",7663
"B002IAEYHA",3,10.66,"0",1024435
"B002ITIIEQ",4.4,37.95,"0",769539
"B002JF33DA",3.35714285714286,13,"1",199239
"B002JXA8JO",4,40,"1",399529
"B002K4NP1U",4.61111111111111,10.73,"0",970994
"B002K5SWA8",4.00819672131148,8.78,"0",75363
"B002K6AHQY",4.01601423487544,10.5,"1",97244
"B002K9PY0A",5,10.5,"1",38209
"B002KE8L1O",3.5,10.36,"0",1823822
"B002KGH3HA",4,60,"1",277967
"B002KN0P1E",5,45.66,"1",487847
"B002KPE8W4",3.66666666666667,18,"1",392987
"B002KPQ3RC",3.5,12.99,"0",1148217
"B002KX3N5E",5,52,"1",71030
"B002LDZQDK",4.11666666666667,20,"1",34407
"B002LE125A",5,475,"1",270486
"B002LE54P4",4.16666666666667,72.75,"1",1729
"B002LK2CUI",5,94.99,"0",1062836
"B002LMVRLG",5,74.71,"0",2457060
"B002LOCMVI",5,1.95,"0",1222473
"B002LOEE64",4,4.99,"0",1458297
"B002LTCSJO",4.72727272727273,54,"1",98405
"B002LTHFZ6",4.71304347826087,25,"1",3901
"B002LYW38A",3.8,90,"1",173963
"B002MQ6P68",4.39597315436242,24,"1",84909
"B002MSJN10",4.57142857142857,8.99,"0",812674
"B002MWVU8K",4.67816091954023,39.5,"1",21525
"B002MX1A20",4.17647058823529,20,"1",39646
"B002MZU5Z6",4.34,199,"1",268259
"B002N5MI3W",4.22065727699531,9.29,"0",12395
"B002N5MI8W",2.58823529411765,32,"1",34045
"B002N5MI96",4.03125,24.5,"1",14342
"B002N5MIA0",4.65217391304348,15.99,"1",11452
"B002NBF8SI",4.14285714285714,18,"1",2852
"B002NBFBLW",4.6890756302521,19.5,"1",15619
"B002NGMEUS",3.47019867549669,149,"1",232871
"B002NGMEV2",4.15027322404372,139.95,"1",39806
"B002NM0RU6",4.71428571428571,40,"1",394310
"B002NPWWZQ",4.30555555555556,20.42,"1",61680
"B002NVBW56",4.09090909090909,38.18,"1",356337
"B002NX1M40",4.45652173913043,18.52,"1",86057
"B002O2JXWS",4.29,5,"0",15905
"B002OFR8XG",4.4,50.99,"0",172822
"B002OFZITW",4.75,17.98,"0",690609
"B002OHCL3Q",5,12.82,"0",1258537
"B002OITLG0",4.31302521008403,8.4,"0",872
"B002OL1BIS",4.33333333333333,12.68,"0",261612
"B002OLLSU4",4.1566265060241,45,"1",54354
"B002OLQAQG",4.39393939393939,36,"1",47582
"B002OMGNLC",3.05263157894737,5.49,"0",619356
"B002ONCHGQ",4.20197044334975,26,"1",169802
"B002OQN3NO",5,30.68,"0",2370694
"B002OSEMYG",4.33962264150943,19.97,"0",303087
"B002OTLLK8",4.71428571428571,6.99,"0",1076120
"B002P3L99G",4.43682310469314,14.99,"1",10006
"B002P3MDWI",5,10.64,"0",2174164
"B002P59SIS",3.66666666666667,70,"1",113931
"B002P5J58Q",4.72727272727273,24,"1",39221
"B002P9HA0C",4.57142857142857,24.95,"0",389262
"B002PHX9AE",4.58333333333333,29,"1",67364
"B002PIKS84",5,35,"0",924005
"B002PYPHGQ",4.2,61,"1",69475
"B002Q5T1S4",5,17.95,"0",1397973
"B002Q7K820",4.5,18,"1",336848
"B002Q7M6AW",3.33333333333333,31,"1",606394
"B002Q7UCO4",4,18.37,"0",485205
"B002Q80NC4",5,26.99,"0",441469
"B002Q87YEO",4.2,14.95,"0",668566
"B002QBDMB0",4.78,7.75,"1",123283
"B002QG6P9G",4.51989619377163,18.27,"1",3823
"B002QGDBIO",4.525,24,"1",29182
"B002QI4CAI",3.7906976744186,14.71,"1",97143
"B002QTITG0",4.5625,129,"1",194314
"B002R37VHS",3.8,38,"1",160406
"B002R3F602",4.66666666666667,36,"1",817267
"B002R8SE56",5,66,"1",449845
"B002RCOH7G",4.25,48,"1",235398
"B002RCQJ2W",4.6,33,"1",202438
"B002RMKXR4",4.27272727272727,22,"0",436818
"B002RPHB0S",3.77536231884058,54.99,"0",288457
"B002RS6J3A",4.29268292682927,14.5,"1",26890
"B002RS6JSA",4.00824175824176,15.06,"1",1115
"B002RS6L10",4.25,14,"1",6936
"B002RT710Y",4.07272727272727,15,"1",8395
"B002RT711S",4.34426229508197,12.76,"1",5714
"B002RT71CW",3.63793103448276,19.9,"1",41184
"B002RT71UO",4.58252427184466,19.25,"1",8234
"B002RTUFLQ",3.5,9.51,"0",191168
"B002RTUK70",4.23404255319149,53.95,"0",1823426
"B002RYFLAG",3.75,7.98,"0",1068336
"B002RZSWOC",5,30,"1",604638
"B002RZXYFO",3.3,13,"0",346076
"B002RZY1NI",4.53333333333333,42.5,"1",148210
"B002RZZXYE",4.22110552763819,175,"0",142378
"B002S50SSE",5,44,"1",200988
"B002SCDZ8W",3.86363636363636,32.25,"1",650737
"B002SQ6K1M",4.47368421052632,118,"1",99553
"B002SRWE3O",4.33333333333333,38,"1",158590
"B002SS06G0",4.05714285714286,54,"1",81735
"B002SWGJVM",4.5,10.95,"0",978065
"B002T08VMS",4.70833333333333,28,"1",122905
"B002T8Y7PU",4.61538461538461,44.95,"0",579541
"B002TIR3YC",4.5625,39,"1",144498
"B002TISHI8",4.53125,13,"0",132516
"B002TJCOSG",5,43.01,"0",733223
"B002U1FR4Q",4.51282051282051,24,"1",363614
"B002U33OBM",4.625,6.95,"0",85039
"B002UNE5OM",4,47.83,"0",1539358
"B002UNHTKY",4,57.41,"0",836953
"B002UOCTSU",3.734375,8,"1",222816
"B002UXRCTM",3.8,22.9,"1",539834
"B002UXRDAK",3.75,98,"1",693114
"B002UXRDE6",4.39393939393939,60,"1",703105
"B002UXRDPA",3.96470588235294,21,"1",49488
"B002UXRDYG",2.91428571428571,16,"1",255753
"B002UXRE1I",3.8,12.5,"1",590124
"B002UXRE4U",4.00920598388953,13,"1",12726
"B002V01LEQ",5,6.74,"0",1175730
"B002VD1BPC",4.5,8.98,"0",117274
"B002VM7ILE",4.1,57,"1",225963
"B002VRXRGO",3.81818181818182,40.07,"1",5175
"B002W2B90E",5,40,"1",747032
"B002W3LNHW",3,9.99,"0",887504
"B002WDMS94",3.97916666666667,17,"1",118691
"B002WFJEM6",5,52.82,"0",1003200
"B002WJ40RG",3.8,3.99,"0",1107696
"B002WUN5CQ",4.18918918918919,35,"1",586637
"B002WZI6CU",4.36448598130841,14.99,"1",120068
"B002WZJQLA",4.0609756097561,14.99,"1",19081
"B002X08ZR0",3,7,"0",1200700
"B002XE1GYU",5,16.95,"0",1478047
"B002XO6EOW",5,35,"1",470872
"B002XOA16E",4.53275109170306,17.85,"1",17238
"B002XOBCOO",3.7,22,"1",108979
"B002XOBNTI",5,36,"1",506514
"B002XOBNZW",4.8695652173913,44,"1",45275
"B002XQ1TTK",4.27586206896552,69,"1",78740
"B002XQ1XY6",4.15384615384615,62.17,"1",386564
"B002XTDNUA",1,10.64,"0",2831706
"B002Y317AI",5,13.02,"0",753300
"B002Y7DOGO",4.23529411764706,52.35,"1",901967
"B002YEYFG0",4.875,11.41,"0",1006984
"B002YF086A",3.8,17.99,"0",1038910
"B002YHVWJK",4.4,64.99,"0",610730
"B002YK52OS",4.35294117647059,10,"1",273150
"B002YK52UW",4.66666666666667,10,"1",61506
"B002YK53H4",4.1,10,"1",138160
"B002YK53VK",4.18181818181818,10,"1",179167
"B002YK54W8",3.4,10,"1",154419
"B002YK553G",5,10,"1",93350
"B002YMTLPM",4.44334975369458,3.13,"0",6961
"B002YPKCUW",4.71428571428571,40,"1",167281
"B002YPN9C0",5,95,"0",3060240
"B002YUJYMO",4,9.99,"0",1356183
"B002Z7A2MW",5,28.01,"0",1917168
"B002Z7FVGO",4.41463414634146,18.5,"1",129007
"B002Z7FVHS",4.0625,18.03,"1",310607
"B002Z7FVVO",4.30769230769231,44.69,"1",274034
"B002ZJD4SO",3,29,"1",616516
"B002ZNSZ70",3.84210526315789,67,"1",56358
"B002ZVIM8Y",5,11.96,"0",2596888
"B002ZZSUG4",5,7.28,"0",1537855
"B00307CD46",4.59375,38.99,"1",39722
"B00307G95A",4.33333333333333,26,"1",108805
"B00307HQTS",3.71428571428571,26,"1",98872
"B0030SXMRM",4.38461538461539,75,"1",305085
"B0030TXQ1S",5,9,"1",781792
"B0030TZF08",4.76190476190476,9,"1",662536
"B0030TZFWG",4,9,"1",868531
"B0030U1XDU",4.69230769230769,9,"1",1215793
"B00316PIEI",3.75,17.99,"0",756090
"B0031EMVOK",5,50,"0",1510513
"B0031NNE56",4.09940119760479,22,"1",277
"B0031NSK5K",3.5,25,"1",103324
"B0031NYVQW",4.23333333333333,25,"1",47065
"B0031O0RDW",2,28,"1",269746
"B0031O0ZWA",4.26086956521739,22,"1",88466
"B0032GCR4Q",5,3.48,"0",184640
"B0032U9MMM",2.55555555555556,25.84,"0",848675
"B0032YVXP2",4.75,62,"1",157022
"B0032YX68O",4.66666666666667,210,"1",130960
"B0032Z24JU",4.31818181818182,62,"1",62413
"B0032Z24M2",5,260,"1",343345
"B0032Z3CDW",4.78947368421053,125,"1",36910
"B00331NP4G",4.09230769230769,162,"1",68908
"B003326Y34",3.09090909090909,22.97,"0",493630
"B0033VAJ6S",5,8.99,"0",2310455
"B00348IB42",4.25,14.99,"0",668239
"B0034AUQ1Q",4.625,11.28,"0",794945
"B0034KZX0K",4,44.95,"0",385652
"B00351VOUQ",4.19655172413793,20,"1",6262
"B00354QIEU",4.3015873015873,32,"1",19774
"B003554PYO",3.77586206896552,22,"1",4637
"B003558O1E",4.5531914893617,6.95,"0",853778
"B00355VHSG",4.57446808510638,15.5,"1",14864
"B00355YZPI",4.10869565217391,16.5,"1",26111
"B003562VCQ",4.5,16.5,"1",40240
"B0035B2NEC",5,41.1,"0",1366230
"B0035M6U04",3.75,42,"1",292754
"B0035UA1GA",4.09615384615385,39.99,"1",72429
"B0035YBGOC",5,19.99,"0",2942121
"B0035Z7CCG",4.484375,12,"1",48952
"B003605CAE",3.56834532374101,204.35,"1",221835
"B003627RBY",4.27777777777778,9,"1",68979
"B00362ANXS",2.5,23.75,"0",561250
"B003654U48",3.83333333333333,35.88,"0",492771
"B0036G153G",4.4,59,"1",129323
"B0036IV7MS",4.01204819277108,6.11,"0",202137
"B0036UA2OK",4.21428571428571,48,"1",36472
"B0036UC3L0",4.30120481927711,48,"1",50398
"B0036VURV2",4,22.95,"1",210126
"B0036W0RSE",4.3125,39.95,"1",79240
"B0036ZXA58",4.33333333333333,29.99,"1",266428
"B0036ZYMGO",4.34615384615385,29.99,"1",19007
"B003705S7U",4.24,41.95,"1",47253
"B003706I7O",4.63636363636364,29.99,"1",19007
"B00371C002",4.15068493150685,18.95,"1",63981
"B00373TM9W",3.86111111111111,50,"1",189025
"B00375L8R4",4.68181818181818,22,"1",25069
"B00375L8S8",4.83333333333333,27,"1",125115
"B00375R3M8",5,44,"0",376120
"B0037A4Z1U",4.29906542056075,39.5,"1",225689
"B0037BUJNW",4.38888888888889,52.8,"1",22868
"B0037H83AW",4.66666666666667,18.5,"1",65846
"B0037LRZHA",4.2020202020202,105,"1",12694
"B0037M6VZG",5,10.99,"0",1375220
"B0037MIMK8",4.40217391304348,5.76,"0",9284
"B0037MIMLW",4.60058309037901,8.5,"1",1209
"B0037MOMH0",4,25.99,"0",1673847
"B0037MWB46",1,4.95,"0",1686018
"B0037UFLNG",3.14285714285714,20,"1",143972
"B0037YJ7S2",5,79,"0",1894504
"B0037ZCD32",5,16,"1",374936
"B0037ZH44U",4.6,60,"1",217939
"B00381AQQ6",5,24.99,"0",1820861
"B00383Q2KI",4.5,25.99,"0",402556
"B0038COKQ2",4.06976744186047,54.99,"1",25700
"B0038CS02W",4.08536585365854,44.99,"1",14662
"B0038OF33O",5,399.99,"0",1168791
"B0038Q4BPI",4,40.75,"0",2789094
"B0038TN5RA",4.29411764705882,39.95,"1",117342
"B0038TQZAY",3.93333333333333,19.95,"1",120204
"B00392FYKM",5,9.99,"0",2129126
"B00396OTJ0",4.7035490605428,28,"1",5185
"B00396VE7U",4.53424657534247,75,"1",2445
"B003981CHK",3.5,77.99,"1",155607
"B003981CVQ",3.51315789473684,109.99,"1",133774
"B003981CWU",4.0625,100,"1",36741
"B003983HRI",4.4890350877193,13.99,"0",340777
"B00399D3Y4",4.75,8.89,"0",118465
